CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.4008183656836695,0.27334190722874246,-1.259620003364562,-0.2712369486055105,-0.13468740144593433,0.4231607868071483,-0.13401436651922802,0.13585148254542695,-0.974608886552547,-0.656944280159824,-1.4963029367543748,0.4307401109287604,-1.0671258678344924,0.17963958464018753
-0.39853454447405123,-0.47905118652877415,-0.5697240454444539,-0.2712369486055105,-0.745475187015201,0.20224510759880512,0.3578485202676686,0.5543339286270041,-0.8586330782463846,-0.9781841446663838,-0.34087929869929484,0.4307401109287604,-0.4971964849541062,-0.08319066638218808
-0.39853672057810996,-0.47905118652877415,-0.5697240454444539,-0.2712369486055105,-0.745475187015201,1.2982163992557803,-0.28121420855034307,0.5543339286270041,-0.8586330782463846,-0.9781841446663838,-0.34087929869929484,0.3850969160738066,-1.1972780105595806,1.3514244537816131
-0.3979839901471971,-0.47905118652877415,-1.2784616996943128,-0.2712369486055105,-0.8428471528305909,1.029961645931364,-0.83052093612987,1.0768286575107513,-0.7426572699402222,-1.0971618722614058,0.07507321100053334,0.4052830956165382,-1.3466104690546818,1.209058067811159
-0.3982581792585948,-0.47905118652877415,-1.2784616996943128,-0.2712369486055105,-0.8428471528305909,0.2151557641759153,-0.36737996973928844,1.0768286575107513,-0.7426572699402222,-1.0971618722614058,0.07507321100053334,0.39956367807943105,-1.035615349069471,0.6943488262256733
-0.38577822248188126,0.04344401746950128,-0.45377514495367943,-0.2712369486055105,-0.2586153579382493,-0.15494972436793264,0.9753698087884434,1.023534290588722,-0.5107056533278975,-0.5677109844635574,-1.5425198822765787,0.4307401109287604,0.8741960926018227,0.519128658877423
-0.378522003498106,0.04344401746950128,-0.45377514495367943,-0.2712369486055105,-0.2586153579382493,-0.9310236363920471,1.1153891707204797,1.0863233567206743,-0.5107056533278975,-0.5677109844635574,-1.5425198822765787,0.31556674209328733,2.3510804068928235,-0.6417049498047367
-0.37703681247803505,0.04344401746950128,-0.45377514495367943,-0.2712369486055105,-0.2586153579382493,0.13912634211070632,0.9107454878967344,1.2125694577732171,-0.5107056533278975,-0.5677109844635574,-1.5425198822765787,0.3816204073747806,1.0522990247519435,-0.8059738566937216
-0.3887246673773774,0.04344401746950128,-0.45377514495367943,-0.2712369486055105,-0.2586153579382493,-0.388776060153386,0.5014581222492442,1.155314990175692,-0.5107056533278975,-0.5677109844635574,-1.5425198822765787,0.4307401109287604,0.06862283026127707,-0.37887469878236113
-0.39130226263492174,0.04344401746950128,-0.45377514495367943,-0.2712369486055105,-0.2586153579382493,-0.5609181478481992,-1.0746572594985484,0.7851648571576925,-0.5107056533278975,-0.5677109844635574,-1.5425198822765787,0.35896702811016,0.40290833368150375,-0.07223940592292266
-0.3329848499654979,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.4748471040007932,-0.2560825282035675,0.43047343039102454,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.4307401109287604,-0.617758469794188,-0.21460579189337628
-0.33324271829645524,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.6398166047083227,-0.4463652508291551,0.3308029447149997,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.4163854943650406,-0.5889879961391684,-0.2693620941897046
-0.28683294703630363,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.49493034756518844,-1.4229105443038694,0.3308029447149997,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.3180339418151771,-0.8479222590343439,0.08107824050679677
-0.3161809744241235,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.4160318907050649,0.45837524165477145,0.21596002512563095,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.31691248739613614,0.2604259879614071,-0.5321923452120801
-0.31416699011778554,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-1.1820641809469825,-1.1608230206874939,-0.00418340278685303,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,-0.7794213526579887,-0.1478407334288696,-0.2365083128119075
-0.3225351982755627,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.7933099662361965,0.02036595561096567,-0.00418340278685303,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.3640135729958427,-0.2040116581839077,-0.45553352199722064
-0.2653047495834655,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-1.0185291976369102,1.0471746097792312,-0.0035154339982153113,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.20274842753779942,1.1303903103869966,-0.9592915031234408
-0.3087996294569723,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.4518948256414848,0.7276432453702257,0.09877921477602943,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.38173255281668456,0.1453440933413291,-0.30221587556750124
-0.2674068661041813,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.19798524629163497,0.8173992466087104,0.0818891468347597,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.4307401109287604,0.8152851227367829,-0.7840713357751904
-0.29395968782858556,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.6699414700549148,1.1153891707204797,0.1383325094746532,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.4042737866394019,0.9742077391168906,-0.8607301589900499
-0.3198738230117579,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.5107100389372119,0.9035650077976556,0.28356800894704187,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.40191873235941616,0.48373966442655847,-0.7402662939381277
-0.31005088929073177,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.9769281931106639,0.6019848436363471,0.3098096399292407,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,-0.617595479990425,0.5125101380815781,-0.9264377217456438
-0.3283987106617623,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.6699414700549148,0.7671358859151588,0.4183068560265509,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.20622493623682542,0.27960630373142015,-0.6307536893454709
-0.2975132657564623,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.33426439905002947,0.7132822851720679,0.30923709525326554,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,-0.5844004291868224,0.6180018748166495,-0.8278763776122529
-0.31740068074903166,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,0.30839939501060626,0.9143357279462742,0.3098573519855719,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.3302577949827197,0.004231770176233589,-0.4336310010786894
-0.29243423888342845,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,0.5651780091553693,0.6594286844289771,0.2069424464790206,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.24379365927468696,-0.10811007933384258,-0.1488982291377822
-0.27846800303461455,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.8133932098005918,0.9035650077976556,0.20407972309914424,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.018829902815135496,1.3468538740771434,-1.0578528472568318
-0.254105430045304,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.2984014641136096,1.1153891707204797,0.1764067304270072,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.2045427546082647,0.03711231149625566,-0.8607301589900499
-0.2504854809436365,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.47341258660333596,0.46914596180338947,0.08813942621415624,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,-1.4118094995550032,2.0469353996826176,-1.0030965449605036
-0.2761928862412311,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.8306074185700737,0.9358771682435103,-0.008620624025661263,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,0.003129540948566221,0.7645942882017489,-1.014047805419769
-0.2260228071676251,-0.47905118652877415,-0.41464239103804296,-0.2712369486055105,-0.13468740144593433,-0.263973046574647,1.0040917291847589,-0.02169372746042953,-0.6266814616340599,-0.5915065299825618,1.1380629580112074,-1.2356290103237193,1.0372287766469335,-0.9702427635827064
